epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,180.135,2.01814,5.04255,1.65921,0,0,0,0,1.47019,4.74659,1.24841,9.08133e-05,9.08133e-05,9.08133e-05
